[2025/06/07 16:55:32] - Namespace(model='resnet50', model_norm='batchnorm', l2=0, l1=0, batch_size=128, data_dir='../cifar-data', epochs=200, lr_schedule='piecewise', lr_max=0.1, lr_one_drop=0.01, lr_drop_epoch=100, attack='pgd', epsilon=8, attack_iters=10, restarts=1, pgd_alpha=2, fgsm_alpha=1.25, norm='l_inf', fgsm_init='random', fname='resnet50_batchnorm_adv', seed=0, half=False, width_factor=10, resume=0, cutout=False, cutout_len=None, mixup=False, mixup_alpha=None, eval=False, val=False, chkpt_iters=10)
[2025/06/07 16:55:34] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2025/06/07 18:15:17] - 10 	 362.1 	 	 69.4 	 	 0.1000 	 1.5297 	 0.4725 	 1.8751 	 	 0.2987 	 	 1.5205 	 0.4651 	 1.9017 	 	 0.2901
[2025/06/07 18:22:33] - 11 	 366.7 	 	 69.2 	 	 0.1000 	 1.4775 	 0.4964 	 1.8441 	 	 0.3117 	 	 1.3929 	 0.5313 	 1.7415 	 	 0.3442
[2025/06/07 18:29:49] - 12 	 365.9 	 	 69.3 	 	 0.1000 	 1.4263 	 0.5234 	 1.8144 	 	 0.3199 	 	 1.3695 	 0.5591 	 1.7358 	 	 0.3510
[2025/06/07 18:37:02] - 13 	 364.1 	 	 68.7 	 	 0.1000 	 1.3750 	 0.5470 	 1.7840 	 	 0.3331 	 	 1.3858 	 0.5428 	 1.7630 	 	 0.3456
[2025/06/07 18:44:17] - 14 	 365.6 	 	 69.1 	 	 0.1000 	 1.3333 	 0.5635 	 1.7590 	 	 0.3439 	 	 1.3484 	 0.5333 	 1.8546 	 	 0.3280
[2025/06/07 18:51:30] - 15 	 364.0 	 	 69.2 	 	 0.1000 	 1.2963 	 0.5822 	 1.7333 	 	 0.3487 	 	 1.2723 	 0.5621 	 1.6609 	 	 0.3810
[2025/06/07 18:58:41] - 16 	 362.2 	 	 69.0 	 	 0.1000 	 1.2747 	 0.5907 	 1.7256 	 	 0.3542 	 	 1.3271 	 0.5266 	 1.8796 	 	 0.3165
[2025/06/07 19:05:54] - 17 	 363.9 	 	 69.1 	 	 0.1000 	 1.2415 	 0.6082 	 1.7024 	 	 0.3634 	 	 1.1934 	 0.6149 	 1.6137 	 	 0.4104
[2025/06/07 19:13:04] - 18 	 360.5 	 	 68.7 	 	 0.1000 	 1.2146 	 0.6168 	 1.6867 	 	 0.3696 	 	 1.1123 	 0.6070 	 1.6173 	 	 0.3872
[2025/06/07 19:20:13] - 19 	 359.7 	 	 69.3 	 	 0.1000 	 1.1957 	 0.6245 	 1.6731 	 	 0.3756 	 	 1.2094 	 0.5965 	 1.6684 	 	 0.3806
[2025/06/07 19:27:22] - 20 	 360.7 	 	 69.0 	 	 0.1000 	 1.1745 	 0.6363 	 1.6604 	 	 0.3800 	 	 1.1186 	 0.6212 	 1.5873 	 	 0.4062
[2025/06/07 19:34:37] - 21 	 364.9 	 	 69.3 	 	 0.1000 	 1.1538 	 0.6463 	 1.6478 	 	 0.3829 	 	 1.1279 	 0.6290 	 1.5876 	 	 0.4097
[2025/06/07 19:41:47] - 22 	 361.1 	 	 69.5 	 	 0.1000 	 1.1299 	 0.6579 	 1.6324 	 	 0.3887 	 	 1.0794 	 0.6448 	 1.5915 	 	 0.3978
[2025/06/07 19:48:56] - 23 	 360.0 	 	 68.9 	 	 0.1000 	 1.1119 	 0.6628 	 1.6198 	 	 0.3935 	 	 1.0498 	 0.6609 	 1.5277 	 	 0.4292
[2025/06/07 19:56:10] - 24 	 365.0 	 	 68.9 	 	 0.1000 	 1.1010 	 0.6662 	 1.6120 	 	 0.3949 	 	 1.0671 	 0.6700 	 1.5442 	 	 0.4209
[2025/06/07 20:03:25] - 25 	 365.2 	 	 69.6 	 	 0.1000 	 1.0864 	 0.6746 	 1.6038 	 	 0.3988 	 	 1.0856 	 0.6585 	 1.5490 	 	 0.4188
[2025/06/07 20:10:40] - 26 	 365.5 	 	 69.1 	 	 0.1000 	 1.0774 	 0.6790 	 1.5961 	 	 0.4014 	 	 1.0612 	 0.6647 	 1.5370 	 	 0.4262
[2025/06/07 20:17:51] - 27 	 362.7 	 	 68.8 	 	 0.1000 	 1.0632 	 0.6822 	 1.5865 	 	 0.4067 	 	 1.0402 	 0.6545 	 1.5634 	 	 0.4075
[2025/06/07 20:25:02] - 28 	 361.3 	 	 68.9 	 	 0.1000 	 1.0499 	 0.6904 	 1.5783 	 	 0.4092 	 	 0.9847 	 0.6813 	 1.5387 	 	 0.4272
[2025/06/07 20:32:14] - 29 	 363.2 	 	 69.5 	 	 0.1000 	 1.0530 	 0.6868 	 1.5774 	 	 0.4102 	 	 1.0317 	 0.6809 	 1.5347 	 	 0.4289
[2025/06/07 20:39:25] - 30 	 361.5 	 	 69.5 	 	 0.1000 	 1.0356 	 0.6955 	 1.5696 	 	 0.4102 	 	 1.0095 	 0.6897 	 1.5201 	 	 0.4334
[2025/06/07 20:46:38] - 31 	 363.2 	 	 69.6 	 	 0.1000 	 1.0252 	 0.7019 	 1.5614 	 	 0.4171 	 	 0.9513 	 0.6983 	 1.4907 	 	 0.4444
[2025/06/07 20:53:49] - 32 	 361.9 	 	 68.9 	 	 0.1000 	 1.0198 	 0.7010 	 1.5556 	 	 0.4173 	 	 0.9982 	 0.7048 	 1.5136 	 	 0.4294
[2025/06/07 21:01:07] - 33 	 365.8 	 	 71.6 	 	 0.1000 	 1.0095 	 0.7067 	 1.5493 	 	 0.4191 	 	 0.9436 	 0.6885 	 1.5094 	 	 0.4368
[2025/06/07 21:08:40] - 34 	 380.9 	 	 71.9 	 	 0.1000 	 1.0002 	 0.7134 	 1.5449 	 	 0.4221 	 	 0.9912 	 0.6960 	 1.5103 	 	 0.4373
[2025/06/07 21:15:54] - 35 	 365.1 	 	 69.6 	 	 0.1000 	 1.0001 	 0.7096 	 1.5406 	 	 0.4211 	 	 0.9604 	 0.6882 	 1.4916 	 	 0.4434
[2025/06/07 21:23:06] - 36 	 362.6 	 	 69.2 	 	 0.1000 	 0.9963 	 0.7100 	 1.5398 	 	 0.4248 	 	 0.9791 	 0.6818 	 1.4910 	 	 0.4402
