[2025/06/07 19:15:11] - Namespace(model='WideResNet34x10', model_norm='groupnorm', l2=0, l1=0, batch_size=128, data_dir='../cifar-data', epochs=200, lr_schedule='piecewise', lr_max=0.1, lr_one_drop=0.01, lr_drop_epoch=100, attack='pgd', epsilon=8, attack_iters=10, restarts=1, pgd_alpha=2, fgsm_alpha=1.25, norm='l_inf', fgsm_init='random', fname='wideresnet_groupnorm_adv', seed=0, half=False, width_factor=10, resume=0, cutout=False, cutout_len=None, mixup=False, mixup_alpha=None, eval=False, val=False, chkpt_iters=10)
[2025/06/07 19:16:01] - Namespace(model='WideResNet34x10', model_norm='groupnorm', l2=0, l1=0, batch_size=128, data_dir='../cifar-data', epochs=200, lr_schedule='piecewise', lr_max=0.1, lr_one_drop=0.01, lr_drop_epoch=100, attack='pgd', epsilon=8, attack_iters=10, restarts=1, pgd_alpha=2, fgsm_alpha=1.25, norm='l_inf', fgsm_init='random', fname='wideresnet_groupnorm_adv', seed=0, half=False, width_factor=10, resume=0, cutout=False, cutout_len=None, mixup=False, mixup_alpha=None, eval=False, val=False, chkpt_iters=10)
[2025/06/07 19:16:04] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2025/06/07 20:17:15] - 10 	 277.1 	 	 55.9 	 	 0.1000 	 2.1404 	 0.2174 	 2.2405 	 	 0.1591 	 	 2.1167 	 0.2041 	 2.2282 	 	 0.1581
[2025/06/07 20:22:49] - 11 	 277.0 	 	 56.0 	 	 0.1000 	 2.1246 	 0.2184 	 2.2303 	 	 0.1624 	 	 2.0976 	 0.2201 	 2.2079 	 	 0.1748
[2025/06/07 20:28:22] - 12 	 277.2 	 	 55.9 	 	 0.1000 	 2.1154 	 0.2218 	 2.2250 	 	 0.1664 	 	 2.0976 	 0.2422 	 2.2146 	 	 0.1764
[2025/06/07 20:33:56] - 13 	 277.4 	 	 56.0 	 	 0.1000 	 2.1093 	 0.2274 	 2.2228 	 	 0.1660 	 	 2.0881 	 0.2451 	 2.2007 	 	 0.1903
[2025/06/07 20:39:28] - 14 	 276.4 	 	 55.4 	 	 0.1000 	 2.1018 	 0.2319 	 2.2175 	 	 0.1671 	 	 2.0643 	 0.2448 	 2.2069 	 	 0.1730
[2025/06/07 20:45:01] - 15 	 277.0 	 	 56.0 	 	 0.1000 	 2.0978 	 0.2336 	 2.2156 	 	 0.1682 	 	 2.0669 	 0.2524 	 2.1903 	 	 0.1929
[2025/06/07 20:50:33] - 16 	 276.2 	 	 56.2 	 	 0.1000 	 2.0975 	 0.2320 	 2.2161 	 	 0.1696 	 	 2.0721 	 0.2251 	 2.2084 	 	 0.1589
[2025/06/07 20:56:06] - 17 	 276.6 	 	 55.8 	 	 0.1000 	 2.0878 	 0.2381 	 2.2111 	 	 0.1713 	 	 2.0804 	 0.2465 	 2.2005 	 	 0.1870
[2025/06/07 21:01:39] - 18 	 277.3 	 	 56.1 	 	 0.1000 	 2.0871 	 0.2371 	 2.2124 	 	 0.1720 	 	 2.1011 	 0.2538 	 2.2039 	 	 0.1964
[2025/06/07 21:07:12] - 19 	 277.1 	 	 55.6 	 	 0.1000 	 2.0868 	 0.2404 	 2.2116 	 	 0.1714 	 	 2.0840 	 0.2448 	 2.1920 	 	 0.1765
[2025/06/07 21:12:45] - 20 	 277.1 	 	 55.9 	 	 0.1000 	 2.0870 	 0.2393 	 2.2118 	 	 0.1707 	 	 2.0700 	 0.2074 	 2.1895 	 	 0.1660
[2025/06/07 21:18:19] - 21 	 277.1 	 	 56.2 	 	 0.1000 	 2.0815 	 0.2418 	 2.2070 	 	 0.1726 	 	 2.0779 	 0.2582 	 2.1967 	 	 0.1904
[2025/06/07 21:23:52] - 22 	 277.7 	 	 55.7 	 	 0.1000 	 2.0852 	 0.2408 	 2.2099 	 	 0.1735 	 	 2.0793 	 0.2490 	 2.2025 	 	 0.1795
